Obs,Time,Date,configName,configAuthor,remark,Observation,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,MEASUREMENT_HEADER_END
230,12:49:06,2025-08-28,Manual gsw+F,LI-COR Default,,230,,,0.010222,2.923273,0.010186,0.543323,0.837583,0.825379,4.981869,4.144287,10.239836,10.391233,61.806149,0.441786,7.5,PSF-00232_20250828124906_99d,0,0,0,66.001297,116.546227,0.43369,0.5,0.8,162.415268,1,16.87,16.62,32.69,32.75,32.75,80.6,156.9,73.8,52.9,936,3.795,12:47:27,2025-08-28,0.29,1,0.002,0.001,-0.005,0.031,0.358,0.853,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,108.154892,25,-5.745962,107.478622,108.31279,-0.834167,2.430644,2.438848,1.644967,0.741496,0.201219,0.00026,0.544978,0.887587,65.730217,0.00061,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828124906_99d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
231,12:49:47,2025-08-28,Manual gsw+F,LI-COR Default,,231,,,0.014378,2.925824,0.014308,0.769934,0.806571,0.789308,4.987823,4.181252,9.792957,10.00715,61.884033,0.441786,7.5,PSF-00232_20250828124947_746,0,0,0,54.459572,97.74675,0.44285,0.5,0.8,157.929474,1,16.19,15.85,32.75,32.77,32.77,80.6,157.2,55.8,64.5,892,3.794,12:47:27,2025-08-28,0.29,1,0.004,0.006,0.02,0.186,0.456,15.73,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,89.699509,25,-5.634416,87.775467,89.673141,-1.897675,2.429328,2.437696,1.647665,0.705308,0.200783,-0.000167,0.545628,0.850331,54.459572,0.000613,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828124947_746,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
232,12:50:08,2025-08-28,Manual gsw+F,LI-COR Default,,232,,,0.03764,2.908586,0.037159,2.015209,0.885255,0.839495,5.094315,4.20906,10.415348,10.98307,63.203529,0.441786,7.5,PSF-00232_20250828125008_8ea,0,0,0,33.521889,58.310509,0.425114,0.5,0.8,343.797791,1,17.76,16.84,32.76,33.15,33.15,80.6,155.1,147.4,5,2022,3.791,12:47:27,2025-08-28,0.29,1,-0.004,-0.002,0.008,-6.067,0.726,-2.057,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,58.310509,25,-0.779459,58.397057,57.193615,1.203442,2.430995,2.440333,1.629742,0.906493,0.200636,0.004297,0.545954,1.792583,33.521889,0.000612,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125008_8ea,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
233,12:50:24,2025-08-28,Manual gsw+F,LI-COR Default,,233,,,0.03897,2.925016,0.038458,1.92049,0.876494,0.833442,4.760629,3.884135,10.340668,10.874813,59.065975,0.441786,7.5,PSF-00232_20250828125024_dd6,0,0,0,89.679123,245.025406,0.634001,0.5,0.8,290.909485,1,17.55,16.69,32.79,31.95,31.95,80.6,157.1,107.8,31.4,1147,3.791,12:47:27,2025-08-28,0.29,1,0.001,-0.001,0.032,-0.947,-1.367,33.948,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,232.253555,25,-8.626198,236.176727,232.664856,3.511871,2.430747,2.439992,1.646809,0.81401,0.200429,-0.010983,0.546365,1.063389,92.211845,0.000609,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125024_dd6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
234,12:51:47,2025-08-28,Manual gsw+F,LI-COR Default,,234,,,0.011602,2.915075,0.011556,0.625219,0.797118,0.782978,5.000996,4.203878,9.714422,9.88986,62.047474,0.441786,7.5,PSF-00232_20250828125147_e69,0,0,0,55.812477,107.948975,0.482974,0.5,0.8,129.347443,1,15.87,15.59,32.9,32.82,32.82,80.6,155.9,153.4,1.6,670,3.791,12:47:27,2025-08-28,0.29,1,-0.001,0,0.01,0.327,0.361,-0.517,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,102.246521,25,-3.986624,101.155403,102.236504,-1.0811,2.428872,2.437126,1.636404,0.921365,0.199602,-0.001469,0.547298,0.665244,55.812477,0.000607,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125147_e69,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
235,12:52:37,2025-08-28,Manual gsw+F,LI-COR Default,,235,,,0.01367,2.916844,0.013606,0.733545,0.794172,0.777606,4.983227,4.189055,9.648765,9.854321,61.833355,0.441786,7.5,PSF-00232_20250828125237_8c8,0,0,0,83.137749,196.605988,0.577135,0.5,0.8,404.312195,1,15.78,15.45,32.93,32.76,32.76,80.59,156.1,152.2,2.5,1751,3.791,12:47:27,2025-08-28,0.29,1,0,0.002,0.007,0.818,1.524,3.122,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,182.123428,25,-9.87043,183.171631,182.462555,0.709076,2.428637,2.436971,1.638237,0.918502,0.199336,-0.002684,0.547014,1.567141,83.137749,0.000618,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125237_8c8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
236,12:52:57,2025-08-28,Manual gsw+F,LI-COR Default,,236,,,0.006301,2.884031,0.006287,0.337209,0.716237,0.708418,4.888384,4.172147,8.790101,8.887113,60.655384,0.441786,7.5,PSF-00232_20250828125257_5f5,0,0,0,124.631882,198.637115,0.372565,0.5,0.8,98.320107,1,14.23,14.07,32.93,32.41,32.41,80.59,152.2,144.3,5.2,660,3.788,12:47:27,2025-08-28,0.29,1,0.001,0.003,0.008,0.69,2.734,15.988,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,187.653427,25,-9.032477,181.629181,185.694397,-4.065216,2.426274,2.434292,1.605396,0.899042,0.199314,-0.006962,0.547023,0.657086,124.631882,0.000622,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125257_5f5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
237,12:53:14,2025-08-28,Manual gsw+F,LI-COR Default,,237,,,0.005253,2.885671,0.005244,0.303034,0.698916,0.691898,5.18573,4.486814,8.58588,8.672972,64.350655,0.441786,7.5,PSF-00232_20250828125314_bf2,0,0,0,131.035919,142.477798,0.080306,0.5,0.8,55.890217,1,13.88,13.74,32.95,33.47,33.47,80.59,152.4,149.2,2.1,1740,3.785,12:47:27,2025-08-28,0.29,1,0,0.003,0.002,-0.892,-1.849,-3.074,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,141.835922,25,-0.407187,142.291183,141.894333,0.396851,2.425689,2.433674,1.606982,0.911024,0.199222,0.006012,0.546929,1.557578,131.393906,0.000599,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125314_bf2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
238,12:53:27,2025-08-28,Manual gsw+F,LI-COR Default,,238,,,0.015576,2.883127,0.015492,0.889166,0.803497,0.782891,5.254813,4.451316,9.715066,9.970767,65.208122,0.441786,7.5,PSF-00232_20250828125327_6f2,0,0,0,80.551025,98.122078,0.179073,0.5,0.8,122.273788,1,15.95,15.54,32.95,33.7,33.7,80.59,152.1,138.9,8.6,1707,3.786,12:47:27,2025-08-28,0.29,1,0.003,0.003,0.011,-0.271,-0.301,-0.057,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,97.304466,25,-0.458879,98.189232,97.464546,0.724686,2.428785,2.437256,1.604524,0.886082,0.199184,0.008929,0.547134,1.530175,80.551025,0.000604,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125327_6f2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
239,12:53:51,2025-08-28,Manual gsw+F,LI-COR Default,,239,,,0.003382,2.865745,0.003378,0.138051,0.767341,0.764098,3.964041,3.1967,9.480598,9.520838,49.184093,0.441786,7.5,PSF-00232_20250828125351_af9,0,0,0,153.406616,445.326721,0.655519,0.5,0.8,20.330164,1,15.25,15.18,32.93,28.75,28.75,80.6,150.1,140.3,6.6,78,3.753,12:47:27,2025-08-28,0.29,1,-0.002,-0.002,0.015,-1.339,-1.822,3.037,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,434.52359,25,-7.831775,431.326019,434.104492,-2.778473,2.428175,2.436051,1.588071,0.88929,0.199316,-0.051586,0.547387,0.171709,153.406616,0.000627,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125351_af9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
240,12:54:23,2025-08-28,Manual gsw+F,LI-COR Default,,240,,,0.004907,2.862456,0.004899,0.208352,0.740792,0.735884,4.066453,3.325661,9.130469,9.19137,50.454468,0.441786,7.5,PSF-00232_20250828125423_7cc,0,0,0,95.733765,371.573914,0.742356,0.5,0.8,18.793201,1,14.8,14.7,32.84,29.19,29.19,80.6,149.8,144.2,3.7,63,3.783,12:47:27,2025-08-28,0.29,1,-0.001,-0.001,-0.002,-1.508,-0.946,16.909,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,371.573914,25,20.974211,368.509399,401.628052,-33.118652,2.427361,2.435288,1.585022,0.898722,0.200075,-0.045098,0.547341,0.159833,95.733765,0.000648,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125423_7cc,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
241,12:54:44,2025-08-28,Manual gsw+F,LI-COR Default,,241,,,0.017755,2.869736,0.017646,0.771467,0.660394,0.642302,4.080053,3.419659,7.970165,8.194667,50.628391,0.441786,7.5,PSF-00232_20250828125444_20e,0,0,0,92.778687,388.693817,0.761307,0.5,0.8,22.976946,1,13.26,12.89,32.75,29.25,29.25,80.59,150.6,147.2,2.2,75,3.786,12:47:27,2025-08-28,0.29,1,0,0.003,0.013,-0.217,-0.001,3.942,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,380.844727,25,-5.390467,383.020508,380.969757,2.050751,2.424235,2.432603,1.591797,0.906164,0.200766,-0.043306,0.546892,0.169973,92.778687,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125444_20e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
242,12:55:09,2025-08-28,Manual gsw+F,LI-COR Default,,242,,,0.005477,2.908465,0.005467,0.246909,0.662292,0.65667,4.192286,3.529994,8.148583,8.218344,52.021862,0.441786,7.5,PSF-00232_20250828125509_dca,0,0,0,80.140472,305.484344,0.737661,0.5,0.8,23.514383,1,13.39,13.28,32.62,29.72,29.72,80.59,155.1,135.8,12.4,80,3.804,12:47:27,2025-08-28,0.29,1,0.001,0.002,0.002,0.02,0.05,0.288,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,297.333252,25,-5.807629,295.186401,297.162537,-1.976135,2.424915,2.432847,1.62962,0.878528,0.201755,-0.036077,0.546353,0.173508,80.140472,0.000641,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828125509_dca,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
243,13:06:18,2025-08-28,Manual gsw+F,LI-COR Default,,243,,,0.001585,2.92254,0.001584,0.090303,0.646587,0.644554,5.076154,4.429567,7.999974,8.025212,63.003422,0.441786,7.5,PSF-00232_20250828130618_981,0,0,0,63.520073,67.777351,0.062813,0.5,0.8,44.563377,1,15.2,15.15,29.97,33.08,33.08,80.57,156.8,152.6,2.7,1774,3.788,13:04:40,2025-08-28,0.2,1,0,0,0.002,0.024,-0.088,0.034,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,67.188263,25,-0.365924,67.48259,67.253014,0.229576,2.428401,2.436391,1.644194,0.919336,0.223877,0.038088,0.543371,1.585719,63.520073,0.0006,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828130618_981,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
244,13:08:55,2025-08-28,Manual gsw+F,LI-COR Default,,244,,,0.000353,2.924796,0.000353,0.015333,0.666287,0.665942,4.064614,3.398328,8.266002,8.270279,50.451992,0.441786,7.5,PSF-00232_20250828130855_409,0,0,0,76.892494,233.945312,0.671323,0.5,0.8,102.818703,1,15.83,15.82,29.79,29.18,29.18,80.56,157.1,148,5.8,383,3.783,13:04:40,2025-08-28,0.2,1,-0.002,-0.001,0.011,-0.075,-0.066,1.497,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,219.34819,25,-10.037295,219.239838,219.56279,-0.322952,2.429569,2.437499,1.646576,0.908063,0.225514,-0.007702,0.546816,0.42628,76.892494,0.000648,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828130855_409,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
245,13:09:43,2025-08-28,Manual gsw+F,LI-COR Default,,245,,,0.017454,2.922042,0.017351,0.691667,0.642904,0.627324,3.766673,3.123769,7.786575,7.979968,46.753357,0.441786,7.5,PSF-00232_20250828130943_fe5,0,0,0,82.565903,250.455383,0.670337,0.5,0.8,46.742119,1,15.34,14.97,29.71,27.87,27.87,80.56,156.7,135.8,13.3,174,3.782,13:04:40,2025-08-28,0.2,1,0.001,0.002,0.001,-2.088,-2.14,-1.56,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,250.455383,25,-6.032534,195.792313,241.81131,-46.018997,2.428117,2.436667,1.64367,0.87867,0.226226,-0.022402,0.547641,0.252399,82.565903,0.000628,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828130943_fe5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
246,13:10:40,2025-08-28,Manual gsw+F,LI-COR Default,,246,,,-0.002505,2.922599,-0.002507,-0.104861,0.654395,0.656756,3.92863,3.274235,8.15132,8.122019,48.760155,0.441786,7.5,PSF-00232_20250828131040_5c0,0,0,0,177.090164,369.192596,0.520331,0.5,0.8,31.636311,1,15.73,15.79,29.59,28.6,28.6,80.57,156.8,150.1,4.3,152,3.783,13:04:40,2025-08-28,0.2,1,-0.002,-0.001,0.002,-3.95,-8.257,-16.955,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,357.60141,25,-8.872868,352.58783,356.478577,-3.890747,2.429531,2.437347,1.644256,0.913161,0.227339,-0.012274,0.548124,0.23379,177.090164,0.000631,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131040_5c0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
247,13:12:53,2025-08-28,Manual gsw+F,LI-COR Default,,247,,,0.030372,2.923349,0.030059,1.240846,0.63297,0.605044,3.865834,3.232864,7.510013,7.856641,47.984039,0.441786,7.5,PSF-00232_20250828131253_cac,0,0,0,102.866653,309.875427,0.668039,0.5,0.8,32.881275,1,15.48,14.8,29.28,28.32,28.32,80.57,156.9,24.1,84.6,123,3.779,13:04:40,2025-08-28,0.2,1,0.001,-0.001,-0.003,-0.4,-0.487,-0.509,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,297.519562,25,-8.444822,294.461487,297.77478,-3.313293,2.427863,2.436952,1.645047,0.644912,0.230091,-0.011895,0.548889,0.209655,102.866653,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131253_cac,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
248,13:15:46,2025-08-28,Manual gsw+F,LI-COR Default,,248,,,0.003905,2.923791,0.0039,0.154767,0.685871,0.682392,3.793647,3.107776,8.471213,8.514403,47.094315,0.441786,7.5,PSF-00232_20250828131546_fbd,0,0,0,119.054672,389.513977,0.694351,0.5,0.8,47.849327,1,17.26,17.17,28.79,27.99,27.99,80.55,157,148.4,5.4,172,3.775,13:04:40,2025-08-28,0.2,1,0.002,0.002,0.001,0.446,0.884,1.189,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,384.034027,25,-3.529558,383.195404,384.456451,-1.261047,2.431973,2.440054,1.645514,0.909065,0.234596,-0.009827,0.549814,0.250696,119.054672,0.000634,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131546_fbd,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
249,13:16:49,2025-08-28,Manual gsw+F,LI-COR Default,,249,,,-0.001001,2.923862,-0.001001,-0.039049,0.686664,0.687542,3.742095,3.055431,8.536198,8.525301,46.460114,0.441786,7.5,PSF-00232_20250828131649_935,0,0,0,141.339539,447.443054,0.684117,0.5,0.8,49.875412,1,17.41,17.44,28.66,27.76,27.76,80.54,157,151.3,3.6,182,3.774,13:16:27,2025-08-28,0.24,1,0,-0.002,-0.001,-0.21,-0.982,-1.695,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,433.608765,25,-9.416992,431.303497,433.949371,-2.645874,2.432427,2.44025,1.645588,0.916102,0.235811,-0.011041,0.550452,0.259017,141.339539,0.000649,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131649_935,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
250,13:17:21,2025-08-28,Manual gsw+F,LI-COR Default,,250,,,0.002251,2.921294,0.002249,0.085338,0.694643,0.692721,3.668513,2.97387,8.599493,8.623352,45.541187,0.441786,7.5,PSF-00232_20250828131721_1be,0,0,0,127.475021,367.501892,0.653131,0.5,0.8,44.287827,1,17.69,17.64,28.59,27.42,27.42,80.55,156.7,86.1,45,170,3.773,13:16:27,2025-08-28,0.24,1,-0.001,0.001,0,-0.388,-0.801,-1.446,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,359.123108,25,-5.611744,357.485168,359.460785,-1.975616,2.432775,2.440722,1.642885,0.767036,0.236458,-0.014234,0.550833,0.248396,127.475021,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131721_1be,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
251,13:17:58,2025-08-28,Manual gsw+F,LI-COR Default,,251,,,0.012801,2.923223,0.012745,0.466498,0.697516,0.687026,3.568061,2.870545,8.528551,8.658774,44.292927,0.441786,7.5,PSF-00232_20250828131758_062,0,0,0,111.502289,413.493256,0.730341,0.5,0.8,56.90443,1,17.84,17.57,28.51,26.95,26.95,80.56,156.9,151.7,3.3,195,3.772,13:16:27,2025-08-28,0.24,1,-0.001,-0.001,0.005,0.183,0.282,3.821,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,408.691406,25,-2.960041,410.501709,409.251801,1.249908,2.432677,2.440995,1.644914,0.91706,0.237207,-0.018859,0.551292,0.269459,111.502289,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131758_062,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
252,13:18:30,2025-08-28,Manual gsw+F,LI-COR Default,,252,,,0.005186,2.922465,0.005177,0.196582,0.677111,0.672686,3.654062,2.976951,8.35044,8.405363,45.359951,0.441786,7.5,PSF-00232_20250828131830_7cb,0,0,0,101.99511,366.336853,0.721581,0.5,0.8,64.326157,1,17.38,17.27,28.45,27.35,27.35,80.56,156.8,138.3,11.8,223,3.771,13:16:27,2025-08-28,0.24,1,-0.001,-0.002,-0.002,0.261,0.131,1.505,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,353.580597,25,-8.687865,353.53125,353.887939,-0.356689,2.432162,2.440213,1.644115,0.884443,0.237754,-0.013371,0.551782,0.292867,101.99511,0.000639,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131830_7cb,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
253,13:19:14,2025-08-28,Manual gsw+F,LI-COR Default,,253,,,0.013328,2.922351,0.013267,0.518484,0.693207,0.681538,3.754596,3.061389,8.459851,8.604694,46.605335,0.441786,7.5,PSF-00232_20250828131914_7d5,0,0,0,100.132225,285.220734,0.648931,0.5,0.8,56.947155,1,17.86,17.56,28.38,27.82,27.82,80.56,156.8,153.4,2.2,219,3.77,13:16:27,2025-08-28,0.24,1,0,0.002,0.006,-0.203,0.104,-0.049,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,276.841156,25,-6.08876,274.179352,276.496094,-2.316742,2.43267,2.441043,1.643996,0.92132,0.238395,-0.00705,0.552404,0.289969,100.132225,0.000633,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828131914_7d5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
254,13:20:18,2025-08-28,Manual gsw+F,LI-COR Default,,254,,,0.003552,2.920774,0.003548,0.135566,0.740589,0.737536,3.733628,2.993039,9.155139,9.193036,46.346073,0.441786,7.5,PSF-00232_20250828132018_be6,0,0,0,49.314735,126.297356,0.609535,0.5,0.8,49.313194,1,19.17,19.1,28.3,27.72,27.72,80.56,156.6,123.2,21.3,202,3.768,13:16:27,2025-08-28,0.24,1,0,0,-0.006,2.174,2.652,-18.429,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,126.297356,25,18.294394,157.39917,152.511551,4.887619,2.435248,2.443264,1.642338,0.849002,0.23917,-0.007205,0.553525,0.275687,49.314735,0.000639,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828132018_be6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
255,13:21:33,2025-08-28,Manual gsw+F,LI-COR Default,,255,,,0.000703,2.923522,0.000703,0.027179,0.741059,0.740449,3.769341,3.028281,9.191298,9.19888,46.789375,0.441786,7.5,PSF-00232_20250828132133_3f2,0,0,0,102.124573,240.543243,0.575442,0.5,0.8,50.198444,1,19.25,19.24,28.24,27.88,27.88,80.56,156.9,152,3.1,218,3.766,13:16:27,2025-08-28,0.24,1,-0.001,-0.002,-0.005,0.536,1.087,27.913,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,235.228653,25,-3.574902,234.70903,235.420731,-0.7117,2.435492,2.443404,1.64523,0.917951,0.239741,-0.004542,0.555097,0.288883,102.124573,0.000629,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20250828132133_3f2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z,MEASUREMENT_END
