sr,bed,row,col,unique_id,svc,li600,time,date,config_name,config_author,remark,observation,x8,x9,gsw,gbw,gtw,e_apparent,v_pcham,v_pref,v_pleaf,vp_dleaf,h2o_r,h2o_s,h2o_leaf,leaf_area,leaf_width,flash_id,fo,fm,fv_fm,fs,fm_2,phi_ps2,ps2_1,abs,etr,trans,rh_s,rh_r,tref,tmeas,tleaf,p_atm,flow,flow_s,leak_pct,qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,bla,blb,blc,bld,ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,p1_dur,p2_dur,p3_dur,p1_fmax,p2_ramp,p2_slp,p3_fmax,p3_pred,p3_delta_f,v_hum_a,v_hum_b,v_flow_in,v_flow_out,v_temp,v_irt,v_pres,v_par,v_f,i_led,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flow_in,z_flow_out,z_quantum,z_flr,flash_id_2,lci_ser_num,lcp_ser_num,lcf_ser_num,lcrh_ser_num,version,config_updated_at,x7,x8.x,x9.x,survey_notes,x8.y,x9.y,genotype,type.x,type.y,measurement_header_end
NA,C,34,C,2471,NA,62,10:03:29,2025-09-04,Manual gsw+F,LI-COR Default,NA,062,NA,NA,0.119771,2.923264,0.115057,2.797261,1.114756,1.052468,3.014297,1.89954,13.12361,13.900311,37.586384,0.441786,7.5,PSF-00177_20250904100329_4aa,0,0,0,152.163147,161.493301,0.057774,0.5,0.8,34.755142,1,39.97,37.74,22.82,24.11,24.11,80.2,156.9,153.2,2.4,1504,4.032,09:55:58,2025-09-04,0.07,NA,-0.001,0,0.012,-0.024,0.125,0.286,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,160.394669,25,-0.677746,159.988403,160.515991,-0.527588,2.443174,2.439569,1.642863,0.921429,0.29757,0.0153,0.241084,1.401447,152.163147,4.96e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100329_4aa,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WV x WL2) x (WL2 x CC),F2,1,NA
NA,C,34,D,2201,NA,63,10:03:55,2025-09-04,Manual gsw+F,LI-COR Default,NA,063,NA,NA,0.016382,2.921485,0.016291,0.356639,1.123526,1.115573,2.835919,1.712393,13.90998,14.009135,35.360806,0.441786,7.5,PSF-00177_20250904100355_d3d,0,0,0,52.784801,131.082336,0.597316,0.5,0.8,16.668446,1,40.14,39.86,22.88,23.09,23.09,80.2,156.7,156.5,0.1,70,4.085,09:55:58,2025-09-04,0.07,NA,-0,0.002,-0.003,0.782,0.065,-6.4,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,126.002312,25,-4.801522,123.958824,124.158585,-0.19976,2.446265,2.439807,1.640982,0.929919,0.296883,0.002851,0.243576,0.16749,52.784801,4.93e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100355_d3d,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x BH) x (WL2 x CC),F2,1,NA
NA,C,35,C,2218,NA,64,10:04:14,2025-09-04,Manual gsw+F,LI-COR Default,NA,064,NA,NA,0.039061,2.922115,0.038546,0.873645,1.123125,1.103656,2.895198,1.772073,13.76215,14.004926,36.101978,0.441786,7.5,PSF-00177_20250904100414_8ab,0,0,0,89.643005,226.794693,0.604739,0.5,0.8,41.204937,1,40,39.31,22.93,23.44,23.44,80.19,156.8,156,0.5,170,4.085,09:55:58,2025-09-04,0.07,NA,0.003,0.002,0.001,-0.006,0.554,0.732,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,221.702454,25,-3.889206,219.749451,221.186493,-1.437042,2.445451,2.439592,1.641648,0.928576,0.296261,0.006211,0.245395,0.254028,89.643005,4.95e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100414_8ab,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x BH) x (WL2 x TM2),F2,1,NA
NA,C,37,C,2260,NA,65,10:04:46,2025-09-04,Manual gsw+F,LI-COR Default,NA,065,NA,NA,0.193007,2.921724,0.181048,4.2989560000000004,1.221622,1.125898,3.075041,1.853418,14.037972,15.231488,38.340359,0.441786,7.5,PSF-00177_20250904100446_3da,0,0,0,94.807144,92.634033,-0.023459,0.5,0.8,-11.151972,1,43.2,39.82,23.05,24.44,24.44,80.2,156.7,11,93,1188,4.084,09:55:58,2025-09-04,0.07,NA,0.013,0.02,0.032,-0.181,-0.287,-0.152,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,92.044113,25,-0.323205,92.163208,92.167976,-0.004768,2.446162,2.44415,1.641234,0.621011,0.294861,0.016539,0.248525,1.130014,94.807144,4.81e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100446_3da,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x TM2) x (TM2),F2,1,NA
NA,C,38,C,1982,NA,66,10:05:17,2025-09-04,Manual gsw+F,LI-COR Default,NA,066,NA,NA,0.078683,2.920756,0.076618,2.067949,1.128667,1.082529,3.234569,2.105901,13.49682,14.072061,40.328133,0.441786,7.5,PSF-00177_20250904100517_560,0,0,0,108.608719,109.074997,0.004275,0.5,0.8,2.323577,1,39.6,37.98,23.18,25.29,25.29,80.21,156.6,156.8,-0.1,1359,4.083,09:55:58,2025-09-04,0.07,NA,0.001,-0.002,0.007,-0.122,-0.073,0.648,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,108.711365,25,-0.246209,108.608368,108.719963,-0.111595,2.443452,2.438956,1.640213,0.930573,0.293321,0.025007,0.251586,1.276644,108.608719,4.86e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100517_560,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,LV1 x WL2,F1,1,NA
NA,C,38,D,539,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TM2,Parent,NA,NA
NA,C,39,C,2220,NA,67,10:05:57,2025-09-04,Manual gsw+F,LI-COR Default,NA,067,NA,NA,0.039952,2.92222,0.039413,1.278859,1.15947,1.130985,3.683127,2.523656,14.102546,14.457733,45.92585,0.441786,7.5,PSF-00177_20250904100557_bc2,0,0,0,61.244129,56.067982,-0.092319,0.5,0.8,-64.197746,1,40.27,39.28,23.34,27.49,27.49,80.2,156.8,131.7,16,1738,4.082,09:55:58,2025-09-04,0.07,NA,-0.001,0.001,0.001,-0.568,-1.401,-2.898,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,55.302143,25,-0.570309,55.044651,55.245602,-0.200951,2.44532,2.439891,1.641759,0.869008,0.291372,0.049482,0.25592,1.603259,61.244129,4.86e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100557_bc2,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x BH) x (WL2 x TM2),F2,1,NA
NA,C,39,D,1821,NA,68,10:06:24,2025-09-04,Manual gsw+F,LI-COR Default,NA,068,NA,NA,0.168376,2.922298,0.159203,2.643416,1.277681,1.218893,2.577289,1.299608,15.198493,15.931528,32.136478,0.441786,7.5,PSF-00177_20250904100624_cdb,0,0,0,63.926697,185.738525,0.655824,0.5,0.8,73.241478,1,44.03,42.01,23.47,21.52,21.52,80.2,156.8,153.9,1.8,279,4.082,10:06:13,2025-09-04,0.13,NA,-0.004,-0.006,0.014,0.371,1.579,1.758,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,183.767441,25,-0.891724,183.595413,184.452667,-0.857254,2.44924,2.445148,1.641841,0.923399,0.28987,-0.022089,0.258653,0.347687,63.926697,4.92e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100624_cdb,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,WL1,Parent,1,NA
NA,C,40,C,1992,NA,69,10:06:48,2025-09-04,Manual gsw+F,LI-COR Default,NA,069,NA,NA,0.063533,2.920319,0.06218,1.336452,1.207838,1.178041,2.887666,1.679827,14.688061,15.059576,36.004009,0.441786,7.5,PSF-00177_20250904100648_03d,0,0,0,65.912605,175.706512,0.624871,0.5,0.8,49.345558,1,41.36,40.34,23.58,23.39,23.39,80.2,156.5,99,36.8,197,4.081,10:06:13,2025-09-04,0.13,NA,0.001,0.005,-0.006,1.858,4.626,5.719,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,175.706512,25,24.152649,181.171768,210.534409,-29.36264,2.446805,2.441312,1.639753,0.794263,0.28864,-0.001876,0.261011,0.277329,65.912605,4.99e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100648_03d,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,TM2 x WL2,F1,1,NA
NA,C,40,D,2204,NA,70,10:07:11,2025-09-04,Manual gsw+F,LI-COR Default,NA,070,NA,NA,0.075535,2.921936,0.073631,1.516214,1.224446,1.190691,2.834234,1.609788,14.845591,15.266451,35.337372,0.441786,7.5,PSF-00177_20250904100711_5cb,0,0,0,76.060654,207.164291,0.632849,0.5,0.8,345.3125,1,41.72,40.57,23.66,23.08,23.08,80.21,156.7,156.8,-0.1,1364,4.08,10:06:13,2025-09-04,0.13,NA,0.003,0.003,-0.003,0.254,0.573,1.108,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,204.882141,25,-1.821051,203.954819,204.538345,-0.583527,2.447126,2.441815,1.641457,0.93073,0.287703,-0.006398,0.263244,1.281162,76.060654,4.87e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100711_5cb,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x BH) x (WL2 x CC),F2,1,NA
NA,C,41,C,2607,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WV x TM2) x (TM2 x WL2),F2,NA,NA
NA,C,41,D,2554,NA,71,10:07:35,2025-09-04,Manual gsw+F,LI-COR Default,NA,071,NA,NA,0.03229,2.921562,0.031937,0.693581,1.147123,1.131661,2.845696,1.6985730000000001,14.108681,14.301446,35.477955,0.441786,7.5,PSF-00177_20250904100735_1f7,0,0,0,56.888939,103.597855,0.450868,0.5,0.8,85.457993,1,38.92,38.39,23.73,23.15,23.15,80.21,156.7,152.1,2.9,474,4.08,10:06:13,2025-09-04,0.13,NA,-0.007,-0.009,0.01,0.273,0.486,1.284,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,102.010132,25,-1.086005,101.410744,102.031845,-0.621101,2.443934,2.43776,1.641063,0.918792,0.28686,-0.006483,0.265589,0.515171,56.888939,4.92e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100735_1f7,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x WV) x (CC x WL2),F2,1,NA
NA,C,42,D,2043,NA,72,10:07:59,2025-09-04,Manual gsw+F,LI-COR Default,NA,072,NA,NA,0.102807,2.922726,0.099313,2.411052,1.213484,1.159831,3.10827,1.894786,14.460155,15.129071,38.752258,0.441786,7.5,PSF-00177_20250904100759_11e,0,0,0,126.480103,143.94902,0.121355,0.5,0.8,74.467377,1,40.92,39.11,23.84,24.62,24.62,80.21,156.8,156.8,0,1534,4.079,10:06:13,2025-09-04,0.13,NA,-0.002,-0.005,0.001,-1.229,-4.025,-0.199,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,143.584366,25,-0.553299,142.875549,143.151169,-0.27562,2.444958,2.440622,1.642294,0.930622,0.2857,0.009422,0.267846,1.427399,126.480103,4.87e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100759_11e,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,WL2 x WV,F1,1,NA
NA,C,43,C,1156,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL1 x WL2) x (WL2 x TM2),F2,NA,NA
NA,C,43,D,1048,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(TM2 x BH) x (TM2 x WL2),F2,NA,NA
NA,C,44,C,1252,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LV1 x WL2,F1,NA,NA
NA,C,44,D,1085,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(TM2 x WL2) x (TM2 x WL2),F2,NA,NA
NA,C,45,D,394,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BH,Parent,NA,NA
NA,C,46,D,1766,NA,73,10:08:35,2025-09-04,Manual gsw+F,LI-COR Default,NA,073,NA,NA,0.155721,2.920772,0.147839,3.157388,1.191248,1.120861,2.860929,1.669681,13.974825,14.852407,35.669884,0.441786,7.5,PSF-00177_20250904100835_70b,0,0,0,30.578613,98.375626,0.689165,0.5,0.8,111.621155,1,39.78,37.43,24,23.24,23.24,80.21,156.6,141.5,9.6,405,4.079,10:06:13,2025-09-04,0.13,NA,-0.003,-0.002,0.078,-0.168,-0.686,7.121,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,88.456749,25,-7.568015,84.179878,87.462616,-3.282738,2.442462,2.438946,1.64023,0.892482,0.283847,-0.008549,0.271205,0.455856,30.610085,4.77e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100835_70b,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,TM2,Parent,1,NA
NA,C,47,C,2255,NA,74,10:08:55,2025-09-04,Manual gsw+F,LI-COR Default,NA,074,NA,NA,0.066482,2.9216,0.065003,1.565761,1.196533,1.161652,3.077089,1.880555,14.482996,14.917878,38.363861,0.441786,7.5,PSF-00177_20250904100855_463,0,0,0,113.046173,129.492691,0.127007,0.5,0.8,56.154804,1,39.71,38.55,24.1,24.45,24.45,80.21,156.7,156.8,-0.1,1105,4.078,10:06:13,2025-09-04,0.13,NA,0.001,0.003,-0.001,-1.418,-3.654,-3.087,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,125.534531,25,-3.345756,122.937439,124.668144,-1.730705,2.444091,2.438831,1.641104,0.930575,0.282704,0.004353,0.27304,1.058512,113.046173,4.91e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100855_463,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,(WL2 x TM2) x (TM2),F2,1,NA
NA,C,48,C,89,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(SQ3 x WL2) x (WL2),F2,NA,NA
NA,C,48,D,1919,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WL2,Parent,NA,NA
NA,C,49,C,2643,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(WL2 x TM2) x (TM2),F2,NA,NA
NA,C,49,D,2480,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DPR x WL2,F1,NA,NA
NA,C,50,C,1794,NA,75,10:09:23,2025-09-04,Manual gsw+F,LI-COR Default,NA,075,NA,NA,0.272569,2.921323,0.249307,4.693592,1.352648,1.248265,2.823469,1.470821,15.561874,16.863207,35.19965,0.441786,7.5,PSF-00177_20250904100923_5b4,0,0,0,191.137787,283.675598,0.32621,0.5,0.8,72.243652,1,44.57,41.13,24.22,23.02,23.02,80.21,156.7,61.8,60.5,554,4.078,10:06:13,2025-09-04,0.13,NA,0.002,0.012,-0.004,-1.291,-6.199,-9.383,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,271.786804,25,-8.632533,267.60434,271.22757,-3.62323,2.44781,2.445745,1.640811,0.716861,0.28136,-0.01364,0.275777,0.583837,191.137787,4.87e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100923_5b4,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,TM2,Parent,1,NA
NA,C,50,D,2097,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(SQ3 x WL2) x (WL2),F2,NA,NA
NA,C,51,C,2397,NA,NA,NA,2025-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SQ3,Parent,NA,NA
NA,C,51,D,1831,NA,76,10:09:49,2025-09-04,Manual gsw+F,LI-COR Default,NA,076,NA,NA,0.019711,2.922102,0.019579,0.642984,1.136769,1.122438,3.691833,2.555065,13.992432,14.171082,46.022797,0.441786,7.5,PSF-00177_20250904100949_d96,0,0,0,88.243248,81.661407,-0.080599,0.5,0.8,-56.488758,1,37.2,36.73,24.33,27.53,27.53,80.22,156.8,156.1,0.4,1752,4.076,10:06:13,2025-09-04,0.13,NA,-0.003,-0.002,-0.002,-3.639,-1.113,7.963,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-6.8e-5,standard,0,mpf,7000,500,-9999,-9999,300,300,300,80.643295,25,-0.94141300000000006,79.98526,80.303894,-0.318634,2.44137,2.435146,1.641634,0.928757,0.280069,0.038264,0.278422,1.615027,88.243248,4.92e-4,2.381104,-8.6e-5,1,2.374053,-6.2e-5,1,0.601405,0.601525,0.107465,0,PSF-00177_20250904100949_d96,PFA-00163,PSA-00175,PSF-00177,RHS-00523,3.0.0,2020-08-19T15:15:59Z,NA,NA,NA,NA,NA,NA,WL2,Parent,1,NA
